username,chat,is_self,emotion,toxicity
neverland,nasa iyo spike sinugod mo B mag isa,,negative,blaming others
neverland,BOBO,,negative,cyberbullying
neverland,mindset ba,,negative,sarcasm
neverland,TNGA,,negative,cyberbullying
neverland,INUTIL,,negative,cyberbullying
neverland,aw SANA KANINA PA GINAWA,,negative,cyberbullying
neverland,o di ba,,neutral,neutral
neverland,buti pa si kj,,negative,sarcasm
neverland,di nakikipagtrashtalkan tapos aalis,,negative,SPG complaints
neverland,ggs,,positive,positive
neverland,gg,,positive,positive
neverland,gg,,positive,positive
neverland,tf,,negative,cyberbullying
neverland,tangignayo,,negative,cyberbullying
neverland,mga bobo,,negative,cyberbullying
neverland,bobo,,negative,cyberbullying
neverland,hello,,positive,positive
neverland,sinasabi nitong reyna,,negative,blaming others
neverland,maglaro ka na lang dyan,,negative,cyberbullying
neverland,bat tumahimik,,negative,sarcasm
neverland,aw minute ako,,neutral,neutral
neverland,cornt,,negative,ableism
neverland,plat buddy ep 4,,negative,MM complaints
neverland,di na nakabalik?,,negative,blaming others
neverland,sad,,negative,sarcasm
neverland,nt nt,,positive,positive
neverland,res,,neutral,neutral
neverland,afk,,neutral,neutral
neverland,spawn,,neutral,neutral
neverland,EFK,,neutral,neutral
neverland,nice,,positive,positive
neverland,ano yung efk,,neutral,neutral
neverland,1st round panalo pero umiiyak,,negative,EBR complaints
neverland,AHAHAHAHA,,positive,positive
neverland,forsaken,,neutral,neutral
neverland,wala originality,,negative,cyberbullying
neverland,feeling paper rex,,negative,sarcasm
neverland,ct,,neutral,neutral
neverland,garage,,neutral,neutral
neverland,chamba lang yun,,negative,RNG complaints
neverland,drop,,neutral,neutral
neverland,afk brom,,neutral,neutral
neverland,nt,,positive,positive
neverland,nt,,positive,positive
neverland,nt,,positive,positive
neverland,garage,,neutral,neutral
neverland,TAKBUHINN,,negative,cyberbullying
neverland,KAYA PA SOVA,,negative,blaming others
neverland,DAMI KILLS WALA ENTRY,,negative,blaming others
neverland,boosted si tropa,,negative,EBR complaints
neverland,EW,,negative,cyberbullying
neverland,anong boosted,,negative,EBR complaints
neverland,HAHAHAHAH,,positive,positive
neverland,tangina,,negative,cyberbullying
neverland,SAN NA MIC MO,,negative,cyberbullying
neverland,CORNT,,negative,ableism
neverland,la ka bayag pang mic,,negative,sexism
